repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.400;10;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep1
1;Ended;0.200;10;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep2
2;Ended;0.400;10;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep3
3;Ended;0.200;5;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep4
4;Ended;0.200;10;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep5
5;Ended;0.800;11;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep6
6;Ended;0.400;12;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep7
7;Ended;0.200;10;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep8
8;Ended;0.200;8;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep9
9;Ended;0.200;9;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep10
10;Ended;0.200;10;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep11
11;Ended;0.600;9;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep12
12;Ended;0.200;10;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep13
13;Ended;0.200;12;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep14
14;Ended;0.200;4;0;0;S1-T14-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-26-38]_rep15
