repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.600;17;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep1
1;Ended;0.000;8;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep2
2;Ended;0.000;9;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep3
3;Ended;0.400;11;0;1;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep4
4;Ended;0.000;10;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep5
5;Ended;0.400;12;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep6
6;Ended;0.000;4;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep7
7;Ended;0.000;2;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep8
8;Ended;0.200;12;0;1;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep9
9;Ended;0.000;2;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep10
10;Timeout;0.000;8;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep11
11;Ended;0.400;10;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep12
12;Ended;0.000;2;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep13
13;Ended;0.200;11;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep14
14;Timeout;0.200;11;0;0;S2-T15-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-26-05]_rep15
