repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep1
1;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep2
2;Ended;0.667;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep3
3;Ended;0.667;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep4
4;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep5
5;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep6
6;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep7
7;Ended;0.667;6;0;10;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep8
8;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep9
9;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep10
10;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep11
11;Ended;0.667;6;0;11;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep12
12;Ended;0.667;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep13
13;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep14
14;Ended;0.333;6;0;0;S1-T12-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-19-46]_rep15
