repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.000;5;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep1
1;Ended;0.400;14;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep2
2;Ended;0.200;4;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep3
3;Ended;0.000;6;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep4
4;Ended;0.200;14;0;2;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep5
5;Ended;0.200;6;0;2;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep6
6;Ended;0.200;11;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep7
7;Ended;0.200;11;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep8
8;Ended;0.000;6;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep9
9;Ended;0.400;9;0;1;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep10
10;Ended;0.600;11;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep11
11;Ended;0.200;10;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep12
12;Ended;0.200;13;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep13
13;Ended;0.400;12;0;1;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep14
14;Ended;0.000;11;0;0;S2-T14-C2-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-15-58]_rep15
