repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.600;12;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep1
1;Ended;0.600;7;0;1;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep2
2;Ended;0.800;8;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep3
3;Ended;0.400;6;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep4
4;Ended;1.000;10;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep5
5;Ended;0.600;7;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep6
6;Ended;0.400;6;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep7
7;Ended;0.800;11;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep8
8;Ended;0.600;12;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep9
9;Ended;0.600;10;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep10
10;Ended;0.600;7;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep11
11;Ended;0.600;8;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep12
12;Ended;0.600;6;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep13
13;Ended;0.600;7;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep14
14;Ended;0.800;9;0;0;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep15
