repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.000;4;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep1
1;Ended;0.000;5;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep2
2;Ended;0.000;5;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep3
3;Ended;0.500;4;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep4
4;Ended;0.000;6;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep5
5;Ended;0.000;6;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep6
6;Ended;0.000;5;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep7
7;Ended;0.500;6;0;1;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep8
8;Ended;0.000;4;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep9
9;Ended;0.000;4;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep10
10;Ended;0.000;5;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep11
11;Ended;0.000;6;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep12
12;Ended;0.000;6;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep13
13;Ended;0.000;6;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep14
14;Ended;0.000;6;0;0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep15
