completedTools;inputTokensLast;avgPerToolTime;taxRefAttrTag;graphicalResolution;toolLook;totalCalls;taxRefAttrColor;repetitions;totalToolTime;status;outputTokens;expectedRepetitions;repIndex;tax;taxRelProx;solutionChecker;taxRefSuperExtremum;totalTokens;inputImagesLast;toolPickObject;taxRelFloor;taxActDrop;taxRel;toolWalk;taskPrompt;taxRefGroupSimple;taxRefAttrPattern;taxAct;graphicalLighting;threadId;outputTokensLast;scene;taxRefAttrShape;objectIdentifier;taxRelArea;totalGenerationTime;failedTools;taskId;taxRefId;solutionCheck;model;taxRefTag;taxRef;totalTokensLast;inputImages;coordinatesType;toolsCount;inputTokens;stoppedTools;avgPerGenerationTime;toolDropObject;taxActPick;episodeId;completedTools_std;inputTokensLast_std;avgPerToolTime_std;taxRefAttrTag_std;toolLook_std;totalCalls_std;taxRefAttrColor_std;repetitions_std;totalToolTime_std;outputTokens_std;expectedRepetitions_std;tax_std;taxRelProx_std;taxRefSuperExtremum_std;totalTokens_std;inputImagesLast_std;toolPickObject_std;taxRelFloor_std;taxActDrop_std;taxRel_std;toolWalk_std;taxRefGroupSimple_std;taxRefAttrPattern_std;taxAct_std;outputTokensLast_std;taxRefAttrShape_std;taxRelArea_std;totalGenerationTime_std;failedTools_std;taxRefId_std;solutionCheck_std;taxRefTag_std;taxRef_std;totalTokensLast_std;inputImages_std;toolsCount_std;inputTokens_std;stoppedTools_std;avgPerGenerationTime_std;toolDropObject_std;taxActPick_std
1.0;6578.0;1952.0666666666666;;HR;0.0;2.0;;15.0;1952.0666666666666;Ended;34.4;15.0;0;;;C3;;13131.4;1.0;1.0;;;;0.0;Pick the object tagged as 34;;;;PL;S1-T1-C3-PL-HR-G4O-OPAQ-ABS_[11-05]-[18-56-31]_rep1;18.4;S1;;OPAQ;;8287.066666666668;0.0;T1;;1.0;G4O;;;6596.4;2.0;ABS;1.0;13097.0;0.0;4143.533333333334;0.0;;S1-T1-C3-PL-HR-G4O-OPAQ-ABS;0.0;0.0;110.76646389503243;;0.0;0.0;;0.0;110.76646389503243;1.0555973258234952;0.0;;;;1.0555973258234952;0.0;0.0;;;;0.0;;;;1.0555973258234952;;;1994.3845619519773;0.0;;0.0;;;1.0555973258234952;0.0;0.0;0.0;0.0;997.1922809759886;0.0;
1.0;6610.0;1935.2666666666667;;HR;0.0;2.0;;15.0;1935.2666666666667;Ended;35.0;15.0;0;;;C3;;13193.0;1.0;1.0;;;;0.0;Pick the object tagged as 34;;;;PL;S1-T1-C3-PL-HR-G4O-SEM-ABS_[11-05]-[18-56-31]_rep1;17.0;S1;;SEM;;10220.533333333333;0.0;T1;;1.0;G4O;;;6627.0;2.0;ABS;1.0;13158.0;0.0;5110.266666666666;0.0;;S1-T1-C3-PL-HR-G4O-SEM-ABS;0.0;0.0;46.61463085259616;;0.0;0.0;;0.0;46.61463085259616;0.0;0.0;;;;0.0;0.0;0.0;;;;0.0;;;;0.0;;;9810.9850595185;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;4905.49252975925;0.0;
1.0666666666666667;6569.4;1772.9333333333334;;HR;0.0;2.066666666666667;;15.0;1820.4666666666667;Ended;183.2;15.0;0;;;C3;;13568.466666666667;1.0;1.0;;;;0.06666666666666667;Pick the object tagged as 34;;;;PL;S1-T1-C3-PL-HR-S35-OPAQ-ABS_[11-12]-[22-13-52]_rep1;37.733333333333334;S1;;OPAQ;;14798.533333333333;0.0;T1;;1.0;S35;;;6607.133333333333;2.066666666666667;ABS;1.0666666666666667;13385.266666666666;0.0;7160.2444444444445;0.0;;S1-T1-C3-PL-HR-S35-OPAQ-ABS;0.25819888974716115;40.029988758429596;297.9195640884745;;0.0;0.2581988897471611;;0.0;121.18396090635252;40.43548653631574;0.0;;;;1776.2566121990799;0.0;0.0;;;;0.25819888974716115;;;;3.9725246860091867;;;2302.135184893322;0.0;;0.0;;;40.20459580457841;0.2581988897471611;0.25819888974716115;1739.8110515909752;0.0;680.1794606405347;0.0;
1.0;6600.2;1962.6666666666667;;HR;0.0;2.0;;15.0;1962.6666666666667;Ended;164.06666666666666;15.0;0;;;C3;;13188.266666666666;1.0;1.0;;;;0.0;Pick the object tagged as 34;;;;PL;S1-T1-C3-PL-HR-S35-SEM-ABS_[11-05]-[18-56-31]_rep1;36.86666666666667;S1;;SEM;;15866.466666666667;0.0;T1;;1.0;S35;;;6637.066666666667;2.0;ABS;1.0;13024.2;0.0;7933.233333333334;0.0;;S1-T1-C3-PL-HR-S35-SEM-ABS;0.0;9.7629035493692;51.69645838472699;;0.0;0.0;;0.0;51.69645838472699;11.39841258789177;0.0;;;;20.74149280571492;0.0;0.0;;;;0.0;;;;4.501851470969101;;;2301.5990052466527;0.0;;0.0;;;11.398412587891771;0.0;0.0;9.7629035493692;0.0;1150.7995026233264;0.0;
4.0;6810.8;1479.1;;HR;0.0;5.0;;15.0;5916.4;Ended;210.13333333333333;15.0;0;;;C1;;33619.2;1.0;2.0;;;;0.0;Pick the glass then place it next to the plate, moreover pick the binoculars and place it next to the screwdriver;;;;PL;S1-T10-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-54-25]_rep1;62.6;S1;;OPAQ;;21354.466666666667;0.0;T10;;0.06666666666666667;G4O;;;6873.4;5.0;ABS;4.0;33409.066666666666;0.0;4270.8933333333325;2.0;;S1-T10-C1-PL-HR-G4O-OPAQ-ABS;0.0;148.88259996194506;186.484674782062;;0.0;0.0;;0.0;745.938699128248;132.2572529292097;0.0;;;;514.2726069758279;0.0;0.0;;;;0.0;;;;17.561321134812154;;;4313.7137441729565;0.0;;0.1759328876372492;;;141.28684096040735;0.0;0.0;384.11576875926846;0.0;862.7427488345913;0.0;
4.0;6800.0;1645.3166666666666;;HR;0.0;5.0;;15.0;6581.266666666666;Ended;145.46666666666667;15.0;0;;;C1;;33525.46666666667;1.0;2.0;;;;0.0;Pick the glass then place it next to the plate, moreover pick the binoculars and place it next to the screwdriver;;;;PL;S1-T10-C1-PL-HR-G4O-SEM-ABS_[11-05]-[19-45-37]_rep1;32.46666666666667;S1;;SEM;;21323.866666666665;0.0;T10;;1.0;G4O;;;6832.466666666666;5.0;ABS;4.0;33380.0;0.0;4264.7733333333335;2.0;;S1-T10-C1-PL-HR-G4O-SEM-ABS;0.0;0.0;97.05872976610358;;0.0;0.0;;0.0;388.2349190644143;2.799659843283687;0.0;;;;2.7996598432836866;0.0;0.0;;;;0.0;;;;2.799659843283687;;;2928.485368305765;0.0;;0.0;;;2.799659843283687;0.0;0.0;0.0;0.0;585.697073661153;0.0;
5.133333333333334;8854.733333333334;1552.5888888888887;;HR;1.0;6.133333333333334;;15.0;7982.466666666666;Ended;754.6666666666666;15.0;0;;;C1;;50320.6;2.0;1.9333333333333333;;;;0.3333333333333333;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;;PL;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep1;64.66666666666667;S1;;OPAQ;;49439.666666666664;0.0;T10;;0.1;S35;;;8919.4;10.933333333333334;ABS;5.133333333333334;49565.933333333334;0.0;7996.968253968253;1.8666666666666667;;S1-T10-C1-PL-HR-S35-OPAQ-ABS;0.9904304018720249;159.46135522289973;177.74256873563166;;0.0;0.9904304018720249;;0.0;1763.2620284439809;154.37277085338718;0.0;;;;8254.699586123219;0.0;0.25819888974716115;;;;0.48795003647426666;;;;19.97379235279022;;;10449.363956492189;0.0;;0.2070196678027063;;;175.7814389681524;1.7099150633319553;0.9904304018720249;8101.89748909535;0.0;646.170556159225;0.5163977794943223;
4.0;7173.333333333333;1641.0166666666667;;HR;0.0;5.0;;15.0;6564.066666666667;Ended;651.0;15.0;0;;;C1;;34731.6;1.0;2.0;;;;0.0;Pick the glass then place it next to the plate, moreover pick the binoculars and place it next to the screwdriver;;;;PL;S1-T10-C1-PL-HR-S35-SEM-ABS_[11-05]-[20-09-03]_rep1;63.13333333333333;S1;;SEM;;40018.46666666667;0.0;T10;;1.0;S35;;;7236.466666666666;5.0;ABS;4.0;34080.6;0.0;8003.693333333334;2.0;;S1-T10-C1-PL-HR-S35-SEM-ABS;0.0;21.832697191750423;120.61903081702363;;0.0;0.0;;0.0;482.4761232680945;21.86647793182197;0.0;;;;76.56257944602292;0.0;0.0;;;;0.0;;;;3.2041639575194445;;;5115.6406646209825;0.0;;0.0;;;21.715256870513432;0.0;0.0;61.41870352634565;0.0;1023.1281329241968;0.0;
4.0;6986.214285714285;1819.6607142857142;;HR;0.0;5.0;;14.0;7409.0;Ended;345.92857142857144;15.0;0;;;C1;;34330.21428571428;1.0;2.0;;;;0.0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;;PL;S1-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[20-01-51]_rep1;53.92857142857143;S1;;OPAQ;;24154.428571428572;0.07142857142857142;T11;;0.5;G4O;;;7040.142857142857;5.0;ABS;4.071428571428571;33984.28571428572;0.0;4830.885714285715;2.0714285714285716;;S1-T11-C1-PL-HR-G4O-OPAQ-ABS;0.0;178.3911771582667;186.84211782079072;;0.0;0.0;;0.0;895.800115066886;173.02932801016235;0.0;;;;686.8652514331859;0.0;0.0;;;;0.0;;;;8.948263997638234;;;2994.438375858349;0.26726124191242434;;0.0;;;180.19214408849456;0.0;0.2672612419124244;517.5252396032232;0.0;598.8876751716698;0.2672612419124244;
4.0;6802.8;1503.1333333333334;;HR;0.0;5.0;;15.0;6012.533333333334;Ended;163.26666666666668;15.0;0;;;C1;;33641.73333333333;1.0;2.0;;;;0.0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;;PL;S1-T11-C1-PL-HR-G4O-SEM-ABS_[11-05]-[19-53-12]_rep1;43.266666666666666;S1;;SEM;;19521.933333333334;0.0;T11;;1.0;G4O;;;6846.066666666667;5.0;ABS;4.0;33478.46666666667;0.0;3904.3866666666668;2.0;;S1-T11-C1-PL-HR-G4O-SEM-ABS;0.0;48.615400264290145;58.86515057638902;;0.0;0.0;;0.0;235.46060230555608;50.03351257859457;0.0;;;;243.4218756065476;0.0;0.0;;;;0.0;;;;8.206849636272189;;;2240.1459922662775;0.0;;0.0;;;52.166582990956776;0.0;0.0;194.3832248298142;0.0;448.0291984532556;0.0;
