repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.000;2;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep1
1;Ended;1.000;8;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep2
2;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep3
3;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep4
4;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep5
5;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep6
6;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep7
7;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep8
8;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep9
9;Ended;1.000;8;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep10
10;Ended;1.000;5;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep11
11;Ended;0.000;13;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep12
12;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep13
13;Ended;0.000;2;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep14
14;Ended;0.500;4;0;0;S2-T13-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-30]_rep15
