repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.400;10;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep1
1;Ended;0.000;10;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep2
2;Ended;0.400;9;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep3
3;Ended;0.400;11;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep4
4;Ended;0.400;10;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep5
5;Ended;0.200;10;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep6
6;Ended;0.400;11;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep7
7;Ended;0.400;8;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep8
8;Ended;0.000;2;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep9
9;Ended;0.400;11;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep10
10;Ended;0.200;8;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep11
11;Ended;0.600;9;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep12
12;Ended;0.200;12;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep13
13;Ended;0.600;10;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep14
14;Ended;0.200;11;0;0;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep15
