repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep1
1;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep2
2;Ended;1.000;5;0;1;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep3
3;Ended;0.500;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep4
4;Ended;1.000;5;0;1;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep5
5;Ended;0.500;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep6
6;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep7
7;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep8
8;Ended;0.500;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep9
9;Ended;1.000;5;0;1;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep10
10;Ended;0.500;5;0;1;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep11
11;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep12
12;Ended;0.500;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep13
13;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep14
14;Ended;1.000;4;0;0;S2-T13-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-24-08]_rep15
