repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep1
1;Ended;0.000;1;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep2
2;Ended;1.000;3;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep3
3;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep4
4;Ended;0.000;1;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep5
5;Ended;0.000;1;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep6
6;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep7
7;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep8
8;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep9
9;Ended;0.000;1;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep10
10;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep11
11;Ended;0.000;1;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep12
12;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep13
13;Ended;0.000;2;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep14
14;Ended;0.000;1;0;0;S2-T2-C3-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-09-08]_rep15
