repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.200;13;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep1
1;Ended;0.200;10;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep2
2;Ended;0.200;13;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep3
3;Ended;0.400;11;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep4
4;Ended;0.000;11;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep5
5;Ended;0.200;10;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep6
6;Ended;0.200;5;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep7
7;Ended;0.400;10;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep8
8;Ended;0.400;17;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep9
9;Ended;0.400;17;0;3;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep10
10;Ended;0.200;4;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep11
11;Ended;0.200;9;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep12
12;Ended;0.000;15;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep13
13;Ended;0.200;9;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep14
14;Ended;0.000;6;0;0;S2-T14-C2-PL-HR-G4O-SEM-ABS_[11-11]-[17-25-54]_rep15
