repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.000;8;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep1
1;Ended;0.667;8;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep2
2;Ended;0.000;9;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep3
3;Ended;0.333;9;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep4
4;Ended;0.000;8;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep5
5;Ended;0.000;8;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep6
6;Ended;0.333;8;0;1;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep7
7;Ended;0.000;8;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep8
8;Ended;0.000;9;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep9
9;Ended;0.000;7;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep10
10;Ended;0.000;7;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep11
11;Ended;0.000;8;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep12
12;Ended;0.000;8;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep13
13;Ended;0.000;7;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep14
14;Ended;0.000;7;0;0;S2-T12-C2-PL-HR-S35-OPAQ-ABS_[11-13]-[01-12-07]_rep15
