repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep1
1;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep2
2;Ended;1.000;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep3
3;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep4
4;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep5
5;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep6
6;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep7
7;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep8
8;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep9
9;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep10
10;Ended;1.000;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep11
11;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep12
12;Ended;1.000;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep13
13;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep14
14;Ended;0.500;4;0;0;S1-T9-C1-PL-HR-G4O-OPAQ-ABS_[11-05]-[19-46-44]_rep15
