repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.771;2;0;0;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep1
1;Ended;0.706;2;0;0;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep2
2;Ended;0.746;3;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep3
3;Ended;0.788;3;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep4
4;Ended;0.705;4;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep5
5;Ended;0.788;3;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep6
6;Ended;0.756;3;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep7
7;Ended;0.788;4;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep8
8;Ended;0.705;3;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep9
9;Ended;0.788;2;0;0;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep10
10;Ended;0.704;3;0;0;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep11
11;Ended;0.756;4;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep12
12;Ended;0.788;4;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep13
13;Ended;0.000;0;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep14
14;Ended;0.756;3;0;1;S2-T7-C4-PL-HR-S35-SEM-ABS_[11-12]-[16-03-44]_rep15
