repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;0.000;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep1
1;Ended;0.000;2;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep2
2;Ended;0.500;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep3
3;Ended;0.500;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep4
4;Ended;0.000;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep5
5;Ended;0.000;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep6
6;Ended;0.500;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep7
7;Ended;0.000;6;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep8
8;Ended;0.000;6;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep9
9;Ended;0.000;6;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep10
10;Ended;0.000;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep11
11;Ended;0.000;6;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep12
12;Ended;0.000;6;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep13
13;Ended;0.000;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep14
14;Ended;0.000;5;0;0;S1-T10-C1-PL-HR-S35-OPAQ-ABS_[11-12]-[22-29-25]_rep15
