repIndex;status;solutionCheck;completedTools;stoppedTools;failedTools;threadId
0;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep1
1;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep2
2;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep3
3;Ended;1.000;1;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep4
4;Ended;1.000;1;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep5
5;Ended;1.000;3;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep6
6;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep7
7;Ended;1.000;4;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep8
8;Ended;1.000;3;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep9
9;Ended;1.000;3;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep10
10;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep11
11;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep12
12;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep13
13;Ended;1.000;2;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep14
14;Ended;1.000;3;0;0;S2-T2-C3-PL-HR-G4O-SEM-ABS_[11-11]-[17-41-51]_rep15
